gender,race,image_name,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM
girls,asian,number_205_generated_photos_5e68840b6d3b380006f1004d.jpg,non_child,17,0,3,1,0,4
girls,asian,number_206_generated_photos_5f1836261f67b00006886774.jpg,non_child,19,0,3,1,1,5
girls,asian,number_207_generated_photos_231d29qs591g.jpg,non_child,14,1,2,1,0,4
girls,asian,number_213_generated_photos_5f181f131f67b0000681947a.jpg,non_child,17,0,3,3,1,7
girls,asian,number_214_generated_photos_5f897bd75bec8300083cc66d.jpg,non_child,15,0,3,2,0,5
girls,black,number_215_generated_photos_5f896ce45bec830008373ed0.jpg,non_child,19,0,1,3,0,4
girls,black,number_216_generated_photos_5e681d2c6d3b380006da02a7.jpg,non_child,16,0,1,2,0,3
girls,black,number_218_generated_photos_5f8971aa5bec8300083907b4.jpg,non_child,14,0,1,3,0,4
girls,black,number_219_generated_photos_5f8971e75bec830008391d3e.jpg,non_child,14,0,3,3,0,6
girls,black,number_221_generated_photos_5f8977435bec8300083b10102.jpg,non_child,21,0,2,3,0,5
girls,black,number_222_generated_photos_5f8981ed5bec8300083ee69c.jpg,non_child,17,0,3,4,0,7
girls,black,number_223_generated_photos_5f896bc15bec83000836ce44.jpg,non_child,14,0,1,2,2,5
girls,black,number_224_generated_photos_5e686ec96d3b380006ec27f7.jpg,non_child,15,0,1,2,0,3
girls,black,number_225_generated_photos_5e686ee86d3b380006ec2f1d.jpg,non_child,13,0,1,3,0,4
girls,black,number_226_generated_photos_5f897cdc5bec8300083d2526.jpg,non_child,17,0,2,2,0,4
girls,black,number_228_generated_photos_5f8983645bec8300083f72fd.jpg,non_child,21,0,0,3,0,3
girls,black,number_229_generated_photos_5e6818e86d3b380006d91b91.jpg,non_child,15,0,0,2,1,3
girls,black,number_230_generated_photos_5e6805336d3b380006d497cf.jpg,non_child,15,0,3,2,0,5
girls,black,number_231_generated_photos_5f8982895bec8300083f1f87.jpg,non_child,14,0,4,2,2,8
girls,black,number_232_generated_photos_5e680be16d3b380006d61a23.jpg,non_child,17,0,2,2,0,4
girls,black,number_233_generated_photos_5e680cea6d3b380006d65739.jpg,non_child,17,0,3,2,0,5
girls,black,number_234_generated_photos_5e6828ac6d3b380006dc81b1.png.jpg,non_child,14,0,3,3,1,7
girls,black,number_235_generated_photos_5f896cc45bec8300083732852.jpg,non_child,20,1,0,3,0,4
girls,black,number_236_generated_photos_5f897d395bec8300083d462c2.jpg,non_child,14,0,2,2,2,6
girls,black,number_237_generated_photos_5e011e9f7b1b30000707e98f.jpg,non_child,16,0,2,2,0,4
girls,black,number_240_generated_photos_5f8972295bec8300083934e421.jpg,non_child,23,2,2,3,0,7
girls,black,number_241_generated_photos_5f897f6f5bec8300083e0b5d212.jpg,non_child,24,0,1,4,0,5
girls,black,number_242.jpg,non_child,22,0,3,4,0,7
girls,latino,number_244_generated_photos_5e685b4a6d3b380006e7bda3.jpg,non_child,16,0,2,0,1,3
girls,latino,number_247_generated_photos_5f1822e21f67b0000682bfff2.jpg,non_child,15,0,1,2,0,3
girls,latino,number_249_generated_photos_5e6855466d3b380006e66269.jpg,non_child,14,0,3,2,0,5
girls,latino,number_250_generated_photos_5e680c516d3b380006d63419.jpg,non_child,24,0,2,5,0,7
girls,latino,number_251_generated_photos_5e6801e76d3b380006d3d72d.jpg,non_child,19,0,3,5,0,8
girls,latino,number_253_generated_photos_5e68581c6d3b380006e7080b.jpg,non_child,16,0,2,3,0,5
girls,latino,number_254_generated_photos_5f8979155bec8300083bc278.jpg,non_child,21,0,1,3,0,4
girls,latino,number_256_generated_photos_5e6888956d3b380006f20a55.jpg,non_child,15,0,2,4,1,7
girls,latino,number_259_generated_photos_5e6865dc6d3b380006ea1ec11.jpg,non_child,13,0,1,4,0,5
girls,latino,number_260_generated_photos_5e68129b6d3b380006d7a7ff.jpg,non_child,16,0,2,4,0,6
girls,latino,number_261_generated_photos_5e686dcb6d3b380006ebeed3.jpg,non_child,12,0,2,2,0,4
girls,latino,number_264_generated_photos_5e687c686d3b380006ef4041.jpg,non_child,13,0,2,4,0,6
girls,white,number_267_generated_photos_5e6871426d3b380006ecb611.jpg,non_child,17,1,3,4,0,8
girls,white,number_269_generated_photos_5e687ef76d3b380006efd91f.jpg,non_child,15,0,3,2,0,5
girls,white,number_270_generated_photos_5e680db26d3b380006d68507.jpg,non_child,13,0,3,3,0,6
girls,white,number_271_generated_photos_5e6828ca6d3b380006dc8873.jpg,non_child,20,0,2,4,0,6
girls,white,number_272_generated_photos_5e683e586d3b380006e13337.jpg,non_child,14,0,3,2,2,7
girls,white,number_277_generated_photos_5e6855d46d3b380006e682fb.jpg,non_child,12,0,2,3,0,5
girls,white,number_279_generated_photos_5e682a3d6d3b380006dcd94f2.jpg,non_child,14,0,1,2,0,3
girls,white,number_281_generated_photos_5e68287d6d3b380006dc771b.jpg,non_child,14,0,1,0,2,3
girls,white,number_281_generated_photos_5e6832d76d3b380006deaec7.jpg,non_child,20,0,0,3,0,3
girls,white,number_285_generated_photos_5e684a766d3b380006e3f2cd.jpg,non_child,14,0,2,2,0,4
