,image_name,door_or_face,image_type,gender,type,pct_endorsed_child,pct_endorsed_singledoor,general_dprime,highconfidence_treshold_dprime,highconfidence_subset_dprime,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM,door0_or_face1,distance,weights,subclass,use
95,BD_224.jpg,door,double_blue,double,blue,NA,0.076923077,0.176185719,-1.443426177,0,NA,NA,NA,NA,NA,NA,NA,0,0.398135717,1,12,task
96,BD_233_cropped.jpg,door,double_blue,double,blue,NA,0.047619048,0.296478712,-1.875217115,-0.117148858,NA,NA,NA,NA,NA,NA,NA,0,0.492913088,1,4,task
97,edited_DD_EN_03.jpg,door,double_blue,double,blue,NA,0.047619048,0.169161242,-1.522233467,0.803475071,NA,NA,NA,NA,NA,NA,NA,0,0.33578249,1,39,task
98,edited_DD_EN_06.jpg,door,double_blue,double,blue,NA,0.058823529,0.09602493,-1.790039625,0.635135532,NA,NA,NA,NA,NA,NA,NA,0,0.391454945,1,31,task
99,edited_DD_TA_11.jpg,door,double_blue,double,blue,NA,0.047619048,0.17728918,-1.139168656,0.814587415,NA,NA,NA,NA,NA,NA,NA,0,0.277272189,1,7,task
100,AD_010_cropped.jpg,door,double_brown,double,brown,NA,0,0.132104849,-1.859451884,0.043780013,NA,NA,NA,NA,NA,NA,NA,0,0.463874816,1,33,task
101,AD_030.jpg,door,double_brown,double,brown,NA,0.05,0.502829253,-2.000423569,-0.232644747,NA,NA,NA,NA,NA,NA,NA,0,0.539464729,1,37,task
102,AD_072_cropped.jpg,door,double_brown,double,brown,NA,0,0.132208559,-1.280681273,0.282216147,NA,NA,NA,NA,NA,NA,NA,0,0.342133471,1,3,task
103,AD_099.jpg,door,double_brown,double,brown,NA,0,0.196115353,-1.378676851,0.289169284,NA,NA,NA,NA,NA,NA,NA,0,0.361015215,1,27,task
104,BD_150.jpg,door,double_brown,double,brown,NA,0.045454545,0.318639364,-0.769383577,0.666817263,NA,NA,NA,NA,NA,NA,NA,0,0.244573745,1,5,task
105,BD_153.jpg,door,double_brown,double,brown,NA,0,0.37518284,-1.496823181,0.523889952,NA,NA,NA,NA,NA,NA,NA,0,0.368853424,1,25,task
106,BD_154.jpg,door,double_brown,double,brown,NA,0,0.290775966,-1.154140684,0.242905003,NA,NA,NA,NA,NA,NA,NA,0,0.334177785,1,17,task
107,BD_164_cropped.jpg,door,double_brown,double,brown,NA,0.05,0.291395203,-1.171690321,0.782513103,NA,NA,NA,NA,NA,NA,NA,0,0.290308794,1,9,task
108,BD_166.jpg,door,double_brown,double,brown,NA,0.047619048,0.290335209,-1.504940672,0.432145113,NA,NA,NA,NA,NA,NA,NA,0,0.373962894,1,28,task
109,BD_170.jpg,door,double_brown,double,brown,NA,0.041666667,0.202034735,-1.688474915,0.137728051,NA,NA,NA,NA,NA,NA,NA,0,0.428633325,1,34,task
110,BD_236.jpg,door,double_brown,double,brown,NA,0,0.120757092,-1.552133926,0.085033952,NA,NA,NA,NA,NA,NA,NA,0,0.40528481,1,24,task
111,edited_DD_AB_08.jpg,door,double_brown,double,brown,NA,0.1,0.440200896,-1.635685333,0.406318141,NA,NA,NA,NA,NA,NA,NA,0,0.407398375,1,23,task
112,edited_DD_KD_02.jpg,door,double_brown,double,brown,NA,0.12,0.596412593,-0.973006681,0.686556455,NA,NA,NA,NA,NA,NA,NA,0,0.284519194,1,32,task
113,edited_DD_TA_08.jpg,door,double_brown,double,brown,NA,0.095238095,0.654915712,-0.926293516,0.83073843,NA,NA,NA,NA,NA,NA,NA,0,0.269105523,1,19,task
114,AD_046.jpg,door,double_green,double,green,NA,0,0.432917011,-1.688474915,0.422313812,NA,NA,NA,NA,NA,NA,NA,0,0.41452736,1,36,task
115,AD_088_cropped.jpg,door,double_green,double,green,NA,0.05,0.208391216,-2.28110865,-0.212656809,NA,NA,NA,NA,NA,NA,NA,0,0.569096029,1,14,task
